
================================================================
         Multi-QPU Mapping by Ajou University QCSS Lab          
================================================================
Gate(    0)	cx q[10], q[2]
Gate( 4544)	cx q[2], q[8]
Gate( 4545)	cx q[3], q[2]
Gate( 4546)	cx q[8], q[3]
Gate( 4547)	tdg q[2]
Gate( 4548)	cx q[8], q[2]
Gate( 4549)	tdg q[8]
Gate( 4550)	tdg q[2]
Gate( 4551)	 t q[3]
Gate( 4552)	cx q[3], q[2]
Gate( 4553)	cx q[8], q[3]
Gate( 4554)	cx q[2], q[8]
Gate( 4555)	 h q[3]
Gate( 4556)	 h q[2]
Gate( 4557)	 t q[11]
Gate( 4558)	 t q[9]
Gate( 4559)	 t q[2]
Gate( 4560)	cx q[9], q[11]
Gate( 4561)	cx q[2], q[9]
Gate( 4562)	cx q[11], q[2]
Gate( 4563)	tdg q[9]
Gate( 4564)	cx q[11], q[9]
Gate( 4565)	tdg q[11]
Gate( 4566)	tdg q[9]
Gate( 4567)	 t q[2]
Gate( 4568)	cx q[2], q[9]
Gate( 4569)	cx q[11], q[2]
Gate( 4570)	cx q[9], q[11]
Gate( 4571)	 h q[2]
Gate( 4572)	 h q[3]
Gate( 4573)	 t q[8]
Gate( 4574)	 t q[2]
Gate( 4575)	 t q[3]
Gate( 4576)	cx q[2], q[8]
Gate( 4577)	cx q[3], q[2]
Gate( 4578)	cx q[8], q[3]
Gate( 4579)	tdg q[2]
Gate( 4580)	cx q[8], q[2]
Gate( 4581)	tdg q[8]
Gate( 4582)	tdg q[2]
Gate( 4583)	 t q[3]
Gate( 4584)	cx q[3], q[2]
Gate( 4585)	cx q[8], q[3]
Gate( 4586)	cx q[2], q[8]
Gate( 4587)	 h q[3]
Gate( 4588)	 h q[7]
Gate( 4589)	 t q[6]
Gate( 4590)	 t q[3]
Gate( 4591)	 t q[7]
Gate( 4592)	cx q[3], q[6]
Gate( 4593)	cx q[7], q[3]
Gate( 4594)	cx q[6], q[7]
Gate( 4595)	tdg q[3]
Gate( 4596)	cx q[6], q[3]
Gate( 4597)	tdg q[6]
Gate( 4598)	tdg q[3]
Gate( 4599)	 t q[7]
Gate( 4600)	cx q[7], q[3]
Gate( 4601)	cx q[6], q[7]
Gate( 4602)	cx q[3], q[6]
Gate( 4603)	 h q[7]
Gate( 4604)	 h q[10]
Gate( 4605)	 t q[5]
Gate( 4606)	 t q[7]
Gate( 4607)	 t q[10]
Gate( 4608)	cx q[7], q[5]
Gate( 4609)	cx q[10], q[7]
Gate( 4610)	cx q[5], q[10]
Gate( 4611)	tdg q[7]
Gate( 4612)	cx q[5], q[7]
Gate( 4613)	tdg q[5]
Gate( 4614)	tdg q[7]
Gate( 4615)	 t q[10]
Gate( 4616)	cx q[10], q[7]
Gate( 4617)	cx q[5], q[10]
Gate( 4618)	cx q[7], q[5]
Gate( 4619)	 h q[10]
Gate( 4620)	 h q[0]
Gate( 4621)	 t q[4]
Gate( 4622)	 t q[11]
Gate( 4623)	 t q[0]
Gate( 4624)	cx q[11], q[4]
Gate( 4625)	cx q[0], q[11]
Gate( 4626)	cx q[4], q[0]
Gate( 4627)	tdg q[11]
Gate( 4628)	cx q[4], q[11]
Gate( 4629)	tdg q[4]
Gate( 4630)	tdg q[11]
Gate( 4631)	 t q[0]
Gate( 4632)	cx q[0], q[11]
Gate( 4633)	cx q[4], q[0]
Gate( 4634)	cx q[11], q[4]
Gate( 4635)	 h q[0]
Gate( 4636)	 h q[11]
Gate( 4637)	 t q[5]
Gate( 4638)	 t q[9]
Gate( 4639)	 t q[11]
Gate( 4640)	cx q[9], q[5]
Gate( 4641)	cx q[11], q[9]
Gate( 4642)	cx q[5], q[11]
Gate( 4643)	tdg q[9]
Gate( 4644)	cx q[5], q[9]
Gate( 4645)	tdg q[5]
Gate( 4646)	tdg q[9]
Gate( 4647)	 t q[11]
Gate( 4648)	cx q[11], q[9]
Gate( 4649)	cx q[5], q[11]
Gate( 4650)	cx q[9], q[5]
Gate( 4651)	 h q[11]
Gate( 4652)	 h q[9]
Gate( 4653)	 t q[6]
Gate( 4654)	 t q[7]
Gate( 4655)	 t q[9]
Gate( 4656)	cx q[7], q[6]
Gate( 4657)	cx q[9], q[7]
Gate( 4658)	cx q[6], q[9]
Gate( 4659)	tdg q[7]
Gate( 4660)	cx q[6], q[7]
Gate( 4661)	tdg q[6]
Gate( 4662)	tdg q[7]
Gate( 4663)	 t q[9]
Gate( 4664)	cx q[9], q[7]
Gate( 4665)	cx q[6], q[9]
Gate( 4666)	cx q[7], q[6]
Gate( 4667)	 h q[9]
Gate( 4668)	 h q[7]
Gate( 4669)	 t q[10]
Gate( 4670)	 t q[8]
Gate( 4671)	 t q[7]
Gate( 4672)	cx q[8], q[10]
Gate( 4673)	cx q[7], q[8]
Gate( 4674)	cx q[10], q[7]
Gate( 4675)	tdg q[8]
Gate( 4676)	cx q[10], q[8]
Gate( 4677)	tdg q[10]
Gate( 4678)	tdg q[8]
Gate( 4679)	 t q[7]
Gate( 4680)	cx q[7], q[8]
Gate( 4681)	cx q[10], q[7]
Gate( 4682)	cx q[8], q[10]
Gate( 4683)	 h q[7]
Gate( 4684)	 h q[9]
Gate( 4685)	 t q[6]
Gate( 4686)	 t q[7]
Gate( 4687)	 t q[9]
Gate( 4688)	cx q[7], q[6]
Gate( 4689)	cx q[9], q[7]
Gate( 4690)	cx q[6], q[9]
Gate( 4691)	tdg q[7]
Gate( 4692)	cx q[6], q[7]
Gate( 4693)	tdg q[6]
Gate( 4694)	tdg q[7]
Gate( 4695)	 t q[9]
Gate( 4696)	cx q[9], q[7]
Gate( 4697)	cx q[6], q[9]
Gate( 4698)	cx q[7], q[6]
Gate( 4699)	 h q[9]
Gate( 4700)	 h q[11]
Gate( 4701)	 t q[5]
Gate( 4702)	 t q[9]
Gate( 4703)	 t q[11]
Gate( 4704)	cx q[9], q[5]
Gate( 4705)	cx q[11], q[9]
Gate( 4706)	cx q[5], q[11]
Gate( 4707)	tdg q[9]
Gate( 4708)	cx q[5], q[9]
Gate( 4709)	tdg q[5]
Gate( 4710)	tdg q[9]
Gate( 4711)	 t q[11]
Gate( 4712)	cx q[11], q[9]
Gate( 4713)	cx q[5], q[11]
Gate( 4714)	cx q[9], q[5]
Gate( 4715)	 h q[11]
Gate( 4716)	 h q[0]
Gate( 4717)	 t q[4]
Gate( 4718)	 t q[11]
Gate( 4719)	 t q[0]
Gate( 4720)	cx q[11], q[4]
Gate( 4721)	cx q[0], q[11]
Gate( 4722)	cx q[4], q[0]
Gate( 4723)	tdg q[11]
Gate( 4724)	cx q[4], q[11]
Gate( 4725)	tdg q[4]
Gate( 4726)	tdg q[11]
Gate( 4727)	 t q[0]
Gate( 4728)	cx q[0], q[11]
Gate( 4729)	cx q[4], q[0]
Gate( 4730)	cx q[11], q[4]
Gate( 4731)	 h q[0]
Gate( 4732)	 h q[11]
Gate( 4733)	 t q[5]
Gate( 4734)	 t q[9]
Gate( 4735)	 t q[11]
Gate( 4736)	cx q[9], q[5]
Gate( 4737)	cx q[11], q[9]
Gate( 4738)	cx q[5], q[11]
Gate( 4739)	tdg q[9]
Gate( 4740)	cx q[5], q[9]
Gate( 4741)	tdg q[5]
Gate( 4742)	tdg q[9]
Gate( 4743)	 t q[11]
Gate( 4744)	cx q[11], q[9]
Gate( 4745)	cx q[5], q[11]
Gate( 4746)	cx q[9], q[5]
Gate( 4747)	 h q[11]
Gate( 4748)	 h q[9]
Gate( 4749)	 t q[6]
Gate( 4750)	 t q[7]
Gate( 4751)	 t q[9]
Gate( 4752)	cx q[7], q[6]
Gate( 4753)	cx q[9], q[7]
Gate( 4754)	cx q[6], q[9]
Gate( 4755)	tdg q[7]
Gate( 4756)	cx q[6], q[7]
Gate( 4757)	tdg q[6]
Gate( 4758)	tdg q[7]
Gate( 4759)	 t q[9]
Gate( 4760)	cx q[9], q[7]
Gate( 4761)	cx q[6], q[9]
Gate( 4762)	cx q[7], q[6]
Gate( 4763)	 h q[9]
Gate( 4764)	 h q[7]
Gate( 4765)	 t q[10]
Gate( 4766)	 t q[8]
Gate( 4767)	 t q[7]
Gate( 4768)	cx q[8], q[10]
Gate( 4769)	cx q[7], q[8]
Gate( 4770)	cx q[10], q[7]
Gate( 4771)	tdg q[8]
Gate( 4772)	cx q[10], q[8]
Gate( 4773)	tdg q[10]
Gate( 4774)	tdg q[8]
Gate( 4775)	 t q[7]
Gate( 4776)	cx q[7], q[8]
Gate( 4777)	cx q[10], q[7]
Gate( 4778)	cx q[8], q[10]
Gate( 4779)	 h q[7]
Gate( 4780)	 h q[9]
Gate( 4781)	 t q[6]
Gate( 4782)	 t q[7]
Gate( 4783)	 t q[9]
Gate( 4784)	cx q[7], q[6]
Gate( 4785)	cx q[9], q[7]
Gate( 4786)	cx q[6], q[9]
Gate( 4787)	tdg q[7]
Gate( 4788)	cx q[6], q[7]
Gate( 4789)	tdg q[6]
Gate( 4790)	tdg q[7]
Gate( 4791)	 t q[9]
Gate( 4792)	cx q[9], q[7]
Gate( 4793)	cx q[6], q[9]
Gate( 4794)	cx q[7], q[6]
Gate( 4795)	 h q[9]
Gate( 4796)	 h q[11]
Gate( 4797)	 t q[5]
Gate( 4798)	 t q[9]
Gate( 4799)	 t q[11]
Gate( 4800)	cx q[9], q[5]
Gate( 4801)	cx q[11], q[9]
Gate( 4802)	cx q[5], q[11]
Gate( 4803)	tdg q[9]
Gate( 4804)	cx q[5], q[9]
Gate( 4805)	tdg q[5]
Gate( 4806)	tdg q[9]
Gate( 4807)	 t q[11]
Gate( 4808)	cx q[11], q[9]
Gate( 4809)	cx q[5], q[11]
Gate( 4810)	cx q[9], q[5]
Gate( 4811)	 h q[11]
Gate( 4812)	 x q[5]
Gate( 4813)	 h q[3]
Gate( 4814)	 t q[4]
Gate( 4815)	 t q[11]
Gate( 4816)	 t q[3]
Gate( 4817)	cx q[11], q[4]
Gate( 4818)	cx q[3], q[11]
Gate( 4819)	cx q[4], q[3]
Gate( 4820)	tdg q[11]
Gate( 4821)	cx q[4], q[11]
Gate( 4822)	tdg q[4]
Gate( 4823)	tdg q[11]
Gate( 4824)	 t q[3]
Gate( 4825)	cx q[3], q[11]
Gate( 4826)	cx q[4], q[3]
Gate( 4827)	cx q[11], q[4]
Gate( 4828)	 h q[3]
Gate( 4829)	 h q[11]
Gate( 4830)	 t q[8]
Gate( 4831)	 t q[5]
Gate( 4832)	 t q[11]
Gate( 4833)	cx q[5], q[8]
Gate( 4834)	cx q[11], q[5]
Gate( 4835)	cx q[8], q[11]
Gate( 4836)	tdg q[5]
Gate( 4837)	cx q[8], q[5]
Gate( 4838)	tdg q[8]
Gate( 4839)	tdg q[5]
Gate( 4840)	 t q[11]
Gate( 4841)	cx q[11], q[5]
Gate( 4842)	cx q[8], q[11]
Gate( 4843)	cx q[5], q[8]
Gate( 4844)	 h q[11]
Gate( 4845)	 h q[3]
Gate( 4846)	 t q[4]
Gate( 4847)	 t q[11]
Gate( 4848)	 t q[3]
Gate( 4849)	cx q[11], q[4]
Gate( 4850)	cx q[3], q[11]
Gate( 4851)	cx q[4], q[3]
Gate( 4852)	tdg q[11]
Gate( 4853)	cx q[4], q[11]
Gate( 4854)	tdg q[4]
Gate( 4855)	tdg q[11]
Gate( 4856)	 t q[3]
Gate( 4857)	cx q[3], q[11]
Gate( 4858)	cx q[4], q[3]
Gate( 4859)	cx q[11], q[4]
Gate( 4860)	 h q[3]
Gate( 4861)	 h q[11]
Gate( 4862)	 t q[8]
Gate( 4863)	 t q[5]
Gate( 4864)	 t q[11]
Gate( 4865)	cx q[5], q[8]
Gate( 4866)	cx q[11], q[5]
Gate( 4867)	cx q[8], q[11]
Gate( 4868)	tdg q[5]
Gate( 4869)	cx q[8], q[5]
Gate( 4870)	tdg q[8]
Gate( 4871)	tdg q[5]
Gate( 4872)	 t q[11]
Gate( 4873)	cx q[11], q[5]
Gate( 4874)	cx q[8], q[11]
Gate( 4875)	cx q[5], q[8]
Gate( 4876)	 h q[11]
Gate( 4877)	 x q[6]
Gate( 4878)	 x q[9]
Gate( 4879)	 h q[3]
Gate( 4880)	 t q[9]
Gate( 4881)	 t q[4]
Gate( 4882)	 t q[3]
Gate( 4883)	cx q[4], q[9]
Gate( 4884)	cx q[3], q[4]
Gate( 4885)	cx q[9], q[3]
Gate( 4886)	tdg q[4]
Gate( 4887)	cx q[9], q[4]
Gate( 4888)	tdg q[9]
Gate( 4889)	tdg q[4]
Gate( 4890)	 t q[3]
Gate( 4891)	cx q[3], q[4]
Gate( 4892)	cx q[9], q[3]
Gate( 4893)	cx q[4], q[9]
Gate( 4894)	 h q[3]
Gate( 4895)	 h q[2]
Gate( 4896)	 t q[9]
Gate( 4897)	 t q[4]
Gate( 4898)	 t q[2]
Gate( 4899)	cx q[4], q[9]
Gate( 4900)	cx q[2], q[4]
Gate( 4901)	cx q[9], q[2]
Gate( 4902)	tdg q[4]
Gate( 4903)	cx q[9], q[4]
Gate( 4904)	tdg q[9]
Gate( 4905)	tdg q[4]
Gate( 4906)	 t q[2]
Gate( 4907)	cx q[2], q[4]
Gate( 4908)	cx q[9], q[2]
Gate( 4909)	cx q[4], q[9]
Gate( 4910)	 h q[2]
Gate( 4911)	 h q[0]
Gate( 4912)	 t q[4]
Gate( 4913)	 t q[11]
Gate( 4914)	 t q[0]
Gate( 4915)	cx q[11], q[4]
Gate( 4916)	cx q[0], q[11]
Gate( 4917)	cx q[4], q[0]
Gate( 4918)	tdg q[11]
Gate( 4919)	cx q[4], q[11]
Gate( 4920)	tdg q[4]
Gate( 4921)	tdg q[11]
Gate( 4922)	 t q[0]
Gate( 4923)	cx q[0], q[11]
Gate( 4924)	cx q[4], q[0]
Gate( 4925)	cx q[11], q[4]
Gate( 4926)	 h q[0]
Gate( 4927)	 h q[11]
Gate( 4928)	 t q[5]
Gate( 4929)	 t q[6]
Gate( 4930)	 t q[11]
Gate( 4931)	cx q[6], q[5]
Gate( 4932)	cx q[11], q[6]
Gate( 4933)	cx q[5], q[11]
Gate( 4934)	tdg q[6]
Gate( 4935)	cx q[5], q[6]
Gate( 4936)	tdg q[5]
Gate( 4937)	tdg q[6]
Gate( 4938)	 t q[11]
Gate( 4939)	cx q[11], q[6]
Gate( 4940)	cx q[5], q[11]
Gate( 4941)	cx q[6], q[5]
Gate( 4942)	 h q[11]
Gate( 4943)	 h q[6]
Gate( 4944)	 t q[7]
Gate( 4945)	 t q[3]
Gate( 4946)	 t q[6]
Gate( 4947)	cx q[3], q[7]
Gate( 4948)	cx q[6], q[3]
Gate( 4949)	cx q[7], q[6]
Gate( 4950)	tdg q[3]
Gate( 4951)	cx q[7], q[3]
Gate( 4952)	tdg q[7]
Gate( 4953)	tdg q[3]
Gate( 4954)	 t q[6]
Gate( 4955)	cx q[6], q[3]
Gate( 4956)	cx q[7], q[6]
Gate( 4957)	cx q[3], q[7]
Gate( 4958)	 h q[6]
Gate( 4959)	 h q[3]
Gate( 4960)	 t q[8]
Gate( 4961)	 t q[2]
Gate( 4962)	 t q[3]
Gate( 4963)	cx q[2], q[8]
Gate( 4964)	cx q[3], q[2]
Gate( 4965)	cx q[8], q[3]
Gate( 4966)	tdg q[2]
Gate( 4967)	cx q[8], q[2]
Gate( 4968)	tdg q[8]
Gate( 4969)	tdg q[2]
Gate( 4970)	 t q[3]
Gate( 4971)	cx q[3], q[2]
Gate( 4972)	cx q[8], q[3]
Gate( 4973)	cx q[2], q[8]
Gate( 4974)	 h q[3]
Gate( 4975)	 h q[2]
Gate( 4976)	 t q[10]
Gate( 4977)	 t q[9]
Gate( 4978)	 t q[2]
Gate( 4979)	cx q[9], q[10]
Gate( 4980)	cx q[2], q[9]
Gate( 4981)	cx q[10], q[2]
Gate( 4982)	tdg q[9]
Gate( 4983)	cx q[10], q[9]
Gate( 4984)	tdg q[10]
Gate( 4985)	tdg q[9]
Gate( 4986)	 t q[2]
Gate( 4987)	cx q[2], q[9]
Gate( 4988)	cx q[10], q[2]
Gate( 4989)	cx q[9], q[10]
Gate( 4990)	 h q[2]
Gate( 4991)	 h q[3]
Gate( 4992)	 t q[8]
Gate( 4993)	 t q[2]
Gate( 4994)	 t q[3]
Gate( 4995)	cx q[2], q[8]
Gate( 4996)	cx q[3], q[2]
Gate( 4997)	cx q[8], q[3]
Gate( 4998)	tdg q[2]
Gate( 4999)	cx q[8], q[2]
Gate( 5000)	tdg q[8]
Gate( 5001)	tdg q[2]
Gate( 5002)	 t q[3]
Gate( 5003)	cx q[3], q[2]
Gate( 5004)	cx q[8], q[3]
Gate( 5005)	cx q[2], q[8]
Gate( 5006)	 h q[3]
Gate( 5007)	 h q[6]
Gate( 5008)	 t q[7]
Gate( 5009)	 t q[3]
Gate( 5010)	 t q[6]
Gate( 5011)	cx q[3], q[7]
Gate( 5012)	cx q[6], q[3]
Gate( 5013)	cx q[7], q[6]
Gate( 5014)	tdg q[3]
Gate( 5015)	cx q[7], q[3]
Gate( 5016)	tdg q[7]
Gate( 5017)	tdg q[3]
Gate( 5018)	 t q[6]
Gate( 5019)	cx q[6], q[3]
Gate( 5020)	cx q[7], q[6]
Gate( 5021)	cx q[3], q[7]
Gate( 5022)	 h q[6]
Gate( 5023)	 h q[11]
Gate( 5024)	 t q[5]
Gate( 5025)	 t q[6]
Gate( 5026)	 t q[11]
Gate( 5027)	cx q[6], q[5]
Gate( 5028)	cx q[11], q[6]
Gate( 5029)	cx q[5], q[11]
Gate( 5030)	tdg q[6]
Gate( 5031)	cx q[5], q[6]
Gate( 5032)	tdg q[5]
Gate( 5033)	tdg q[6]
Gate( 5034)	 t q[11]
Gate( 5035)	cx q[11], q[6]
Gate( 5036)	cx q[5], q[11]
Gate( 5037)	cx q[6], q[5]
Gate( 5038)	 h q[11]
Gate( 5039)	 h q[0]
Gate( 5040)	 t q[4]
Gate( 5041)	 t q[11]
Gate( 5042)	 t q[0]
Gate( 5043)	cx q[11], q[4]
Gate( 5044)	cx q[0], q[11]
Gate( 5045)	cx q[4], q[0]
Gate( 5046)	tdg q[11]
Gate( 5047)	cx q[4], q[11]
Gate( 5048)	tdg q[4]
Gate( 5049)	tdg q[11]
Gate( 5050)	 t q[0]
Gate( 5051)	cx q[0], q[11]
Gate( 5052)	cx q[4], q[0]
Gate( 5053)	cx q[11], q[4]
Gate( 5054)	 h q[0]
Gate( 5055)	 h q[11]
Gate( 5056)	 t q[5]
Gate( 5057)	 t q[6]
Gate( 5058)	 t q[11]
Gate( 5059)	cx q[6], q[5]
Gate( 5060)	cx q[11], q[6]
Gate( 5061)	cx q[5], q[11]
Gate( 5062)	tdg q[6]
Gate( 5063)	cx q[5], q[6]
Gate( 5064)	tdg q[5]
Gate( 5065)	tdg q[6]
Gate( 5066)	 t q[11]
Gate( 5067)	cx q[11], q[6]
Gate( 5068)	cx q[5], q[11]
Gate( 5069)	cx q[6], q[5]
Gate( 5070)	 h q[11]
Gate( 5071)	 h q[6]
Gate( 5072)	 t q[7]
Gate( 5073)	 t q[3]
Gate( 5074)	 t q[6]
Gate( 5075)	cx q[3], q[7]
Gate( 5076)	cx q[6], q[3]
Gate( 5077)	cx q[7], q[6]
Gate( 5078)	tdg q[3]
Gate( 5079)	cx q[7], q[3]
Gate( 5080)	tdg q[7]
Gate( 5081)	tdg q[3]
Gate( 5082)	 t q[6]
Gate( 5083)	cx q[6], q[3]
Gate( 5084)	cx q[7], q[6]
Gate( 5085)	cx q[3], q[7]
Gate( 5086)	 h q[6]
Gate( 5087)	 h q[3]
Gate( 5088)	 t q[8]
Gate( 5089)	 t q[2]
Gate( 5090)	 t q[3]
Gate( 5091)	cx q[2], q[8]
Gate( 5092)	cx q[3], q[2]
Gate( 5093)	cx q[8], q[3]
Gate( 5094)	tdg q[2]
Gate( 5095)	cx q[8], q[2]
Gate( 5096)	tdg q[8]
Gate( 5097)	tdg q[2]
Gate( 5098)	 t q[3]
Gate( 5099)	cx q[3], q[2]
Gate( 5100)	cx q[8], q[3]
Gate( 5101)	cx q[2], q[8]
Gate( 5102)	 h q[3]
Gate( 5103)	 h q[2]
Gate( 5104)	 t q[10]
Gate( 5105)	 t q[9]
Gate( 5106)	 t q[2]
Gate( 5107)	cx q[9], q[10]
Gate( 5108)	cx q[2], q[9]
Gate( 5109)	cx q[10], q[2]
Gate( 5110)	tdg q[9]
Gate( 5111)	cx q[10], q[9]
Gate( 5112)	tdg q[10]
Gate( 5113)	tdg q[9]
Gate( 5114)	 t q[2]
Gate( 5115)	cx q[2], q[9]
Gate( 5116)	cx q[10], q[2]
Gate( 5117)	cx q[9], q[10]
Gate( 5118)	 h q[2]
Gate( 5119)	 h q[3]
Gate( 5120)	 t q[8]
Gate( 5121)	 t q[2]
Gate( 5122)	 t q[3]
Gate( 5123)	cx q[2], q[8]
Gate( 5124)	cx q[3], q[2]
Gate( 5125)	cx q[8], q[3]
Gate( 5126)	tdg q[2]
Gate( 5127)	cx q[8], q[2]
Gate( 5128)	tdg q[8]
Gate( 5129)	tdg q[2]
Gate( 5130)	 t q[3]
Gate( 5131)	cx q[3], q[2]
Gate( 5132)	cx q[8], q[3]
Gate( 5133)	cx q[2], q[8]
Gate( 5134)	 h q[3]
Gate( 5135)	 h q[6]
Gate( 5136)	 t q[7]
Gate( 5137)	 t q[3]
Gate( 5138)	 t q[6]
Gate( 5139)	cx q[3], q[7]
Gate( 5140)	cx q[6], q[3]
Gate( 5141)	cx q[7], q[6]
Gate( 5142)	tdg q[3]
Gate( 5143)	cx q[7], q[3]
Gate( 5144)	tdg q[7]
Gate( 5145)	tdg q[3]
Gate( 5146)	 t q[6]
Gate( 5147)	cx q[6], q[3]
Gate( 5148)	cx q[7], q[6]
Gate( 5149)	cx q[3], q[7]
Gate( 5150)	 h q[6]
Gate( 5151)	 h q[11]
Gate( 5152)	 t q[5]
Gate( 5153)	 t q[6]
Gate( 5154)	 t q[11]
Gate( 5155)	cx q[6], q[5]
Gate( 5156)	cx q[11], q[6]
Gate( 5157)	cx q[5], q[11]
Gate( 5158)	tdg q[6]
Gate( 5159)	cx q[5], q[6]
Gate( 5160)	tdg q[5]
Gate( 5161)	tdg q[6]
Gate( 5162)	 t q[11]
Gate( 5163)	cx q[11], q[6]
Gate( 5164)	cx q[5], q[11]
Gate( 5165)	cx q[6], q[5]
Gate( 5166)	 h q[11]
Gate( 5167)	 h q[0]
Gate( 5168)	 t q[4]
Gate( 5169)	 t q[11]
Gate( 5170)	 t q[0]
Gate( 5171)	cx q[11], q[4]
Gate( 5172)	cx q[0], q[11]
Gate( 5173)	cx q[4], q[0]
Gate( 5174)	tdg q[11]
Gate( 5175)	cx q[4], q[11]
Gate( 5176)	tdg q[4]
Gate( 5177)	tdg q[11]
Gate( 5178)	 t q[0]
Gate( 5179)	cx q[0], q[11]
Gate( 5180)	cx q[4], q[0]
Gate( 5181)	cx q[11], q[4]
Gate( 5182)	 h q[0]
Gate( 5183)	 h q[11]
Gate( 5184)	 t q[7]
Gate( 5185)	 t q[6]
Gate( 5186)	 t q[11]
Gate( 5187)	cx q[6], q[7]
Gate( 5188)	cx q[11], q[6]
Gate( 5189)	cx q[7], q[11]
Gate( 5190)	tdg q[6]
Gate( 5191)	cx q[7], q[6]
Gate( 5192)	tdg q[7]
Gate( 5193)	tdg q[6]
Gate( 5194)	 t q[11]
Gate( 5195)	cx q[11], q[6]
Gate( 5196)	cx q[7], q[11]
Gate( 5197)	cx q[6], q[7]
Gate( 5198)	 h q[11]
Gate( 5199)	 h q[6]
Gate( 5200)	 t q[8]
Gate( 5201)	 t q[5]
Gate( 5202)	 t q[6]
Gate( 5203)	cx q[5], q[8]
Gate( 5204)	cx q[6], q[5]
Gate( 5205)	cx q[8], q[6]
Gate( 5206)	tdg q[5]
Gate( 5207)	cx q[8], q[5]
Gate( 5208)	tdg q[8]
Gate( 5209)	tdg q[5]
Gate( 5210)	 t q[6]
Gate( 5211)	cx q[6], q[5]
Gate( 5212)	cx q[8], q[6]
Gate( 5213)	cx q[5], q[8]
Gate( 5214)	 h q[6]
Gate( 5215)	 h q[5]
Gate( 5216)	 t q[10]
Gate( 5217)	 t q[9]
Gate( 5218)	 t q[5]
Gate( 5219)	cx q[9], q[10]
Gate( 5220)	cx q[5], q[9]
Gate( 5221)	cx q[10], q[5]
Gate( 5222)	tdg q[9]
Gate( 5223)	cx q[10], q[9]
Gate( 5224)	tdg q[10]
Gate( 5225)	tdg q[9]
Gate( 5226)	 t q[5]
Gate( 5227)	cx q[5], q[9]
Gate( 5228)	cx q[10], q[5]
Gate( 5229)	cx q[9], q[10]
Gate( 5230)	 h q[5]
Gate( 5231)	 h q[6]
Gate( 5232)	 t q[8]
Gate( 5233)	 t q[5]
Gate( 5234)	 t q[6]
Gate( 5235)	cx q[5], q[8]
Gate( 5236)	cx q[6], q[5]
Gate( 5237)	cx q[8], q[6]
Gate( 5238)	tdg q[5]
Gate( 5239)	cx q[8], q[5]
Gate( 5240)	tdg q[8]
Gate( 5241)	tdg q[5]
Gate( 5242)	 t q[6]
Gate( 5243)	cx q[6], q[5]
Gate( 5244)	cx q[8], q[6]
Gate( 5245)	cx q[5], q[8]
Gate( 5246)	 h q[6]
Gate( 5247)	 h q[11]
Gate( 5248)	 t q[7]
Gate( 5249)	 t q[6]
Gate( 5250)	 t q[11]
Gate( 5251)	cx q[6], q[7]
Gate( 5252)	cx q[11], q[6]
Gate( 5253)	cx q[7], q[11]
Gate( 5254)	tdg q[6]
Gate( 5255)	cx q[7], q[6]
Gate( 5256)	tdg q[7]
Gate( 5257)	tdg q[6]
Gate( 5258)	 t q[11]
Gate( 5259)	cx q[11], q[6]
Gate( 5260)	cx q[7], q[11]
Gate( 5261)	cx q[6], q[7]
Gate( 5262)	 h q[11]
Gate( 5263)	 h q[0]
Gate( 5264)	 t q[4]
Gate( 5265)	 t q[11]
Gate( 5266)	 t q[0]
Gate( 5267)	cx q[11], q[4]
Gate( 5268)	cx q[0], q[11]
Gate( 5269)	cx q[4], q[0]
Gate( 5270)	tdg q[11]
Gate( 5271)	cx q[4], q[11]
Gate( 5272)	tdg q[4]
Gate( 5273)	tdg q[11]
Gate( 5274)	 t q[0]
Gate( 5275)	cx q[0], q[11]
Gate( 5276)	cx q[4], q[0]
Gate( 5277)	cx q[11], q[4]
Gate( 5278)	 h q[0]
Gate( 5279)	 h q[11]
Gate( 5280)	 t q[7]
Gate( 5281)	 t q[6]
Gate( 5282)	 t q[11]
Gate( 5283)	cx q[6], q[7]
Gate( 5284)	cx q[11], q[6]
Gate( 5285)	cx q[7], q[11]
Gate( 5286)	tdg q[6]
Gate( 5287)	cx q[7], q[6]
Gate( 5288)	tdg q[7]
Gate( 5289)	tdg q[6]
Gate( 5290)	 t q[11]
Gate( 5291)	cx q[11], q[6]
Gate( 5292)	cx q[7], q[11]
Gate( 5293)	cx q[6], q[7]
Gate( 5294)	 h q[11]
Gate( 5295)	 h q[6]
Gate( 5296)	 t q[8]
Gate( 5297)	 t q[5]
Gate( 5298)	 t q[6]
Gate( 5299)	cx q[5], q[8]
Gate( 5300)	cx q[6], q[5]
Gate( 5301)	cx q[8], q[6]
Gate( 5302)	tdg q[5]
Gate( 5303)	cx q[8], q[5]
Gate( 5304)	tdg q[8]
Gate( 5305)	tdg q[5]
Gate( 5306)	 t q[6]
Gate( 5307)	cx q[6], q[5]
Gate( 5308)	cx q[8], q[6]
Gate( 5309)	cx q[5], q[8]
Gate( 5310)	 h q[6]
Gate( 5311)	 h q[5]
Gate( 5312)	 t q[10]
Gate( 5313)	 t q[9]
Gate( 5314)	 t q[5]
Gate( 5315)	cx q[9], q[10]
Gate( 5316)	cx q[5], q[9]
Gate( 5317)	cx q[10], q[5]
Gate( 5318)	tdg q[9]
Gate( 5319)	cx q[10], q[9]
Gate( 5320)	tdg q[10]
